1591023661.168046,1032327.0,-6,-29,-2,-33,0.07771699,00:01:01,0
1591023720.265481,1031941.0,-6,-29,-2,-63,0.07771699,00:02:00,0
1591023780.304238,1031434.0,-6,-29,-2,-102,0.07771699,00:03:00,0
1591023840.738552,1026600,-6,-29,-2,-478,0.07771699,00:04:00,0
1591023900.882811,1025993.0,-6,-29,-2,-525,0.07771699,00:05:00,0
1591023960.965206,1027038.0,-6,-29,-2,-444,0.07771699,00:06:00,0
1591024021.176008,1027236.0,-6,-29,-2,-428,0.07771699,00:07:01,0
1591024080.578512,1027831.0,-6,-29,-2,-382,0.07771699,00:08:00,0
1591024140.424514,1027797.0,-6,-29,-2,-385,0.07771699,00:09:00,0
1591024204.491796,1027267.0,-6,-29,-2,-426,0.07771699,00:10:04,0
1591024261.254678,1026626.0,-6,-29,-2,-476,0.07771699,00:11:01,0
1591024320.921846,1026628.0,-6,-29,-2,-475,0.07771699,00:12:00,0
1591024380.832875,1027325.0,-6,-29,-2,-421,0.07771699,00:13:00,0
1591024440.350355,1028135.0,-6,-29,-2,-358,0.07771699,00:14:00,0
1591024500.821241,1028072.0,-6,-29,-99,-265,0.05771699,00:15:00,0
1591024561.464372,1027740.0,-6,-29,-258,-127,0.02771699,00:16:01,0
1591024620.396974,1028129.0,-6,-29,-389,-2,-0.00228301,00:17:00,0
1591024680.733068,1027627.0,-6,-29,-389,0,-0.00228301,00:18:00,0
1591024740.596719,1027972.0,-6,-29,-389,-1,-0.00228301,00:19:00,0
1591024801.032289,1028512.0,-6,-29,-389,-3,-0.00228301,00:20:01,0
1591024861.112599,1028519.0,-6,-29,-389,-5,-0.04228301,00:21:01,0
1591024921.007411,1028389.0,-6,-29,-389,-1,-0.06228301,00:22:01,0
1591024981.037847,1028169.0,-6,-29,-389,14,-0.08228301,00:23:01,0
1591025042.155517,1028366.0,-6,-29,-389,-2,-0.08228301,00:24:02,0
1591025100.388064,1028300.0,-6,-29,-389,3,-0.08228301,00:25:00,0
1591025161.423365,1028556.0,-6,-29,-389,-16,-0.09228301,00:26:01,0
1591025221.447538,1029500.0,-6,-29,-389,-105,-0.13228301,00:27:01,0
1591025281.358945,1029068.0,-6,-29,-389,-39,-0.17228301,00:28:01,0
1591025340.97536,1028911.0,-6,-29,-389,-8,-0.19228301,00:29:00,0
1591025401.407563,1028926.0,-6,-29,-389,-11,-0.19228301,00:30:01,0
1591025461.061915,1029999.0,-6,-29,-389,-226,-0.21228301,00:31:01,0
1591025521.100405,1030429.0,-6,-29,-389,-325,-0.25228301,00:32:01,0
1591025581.090303,1029503.0,-6,-29,-389,-67,-0.27228301,00:33:01,0
1591025640.849168,1030212.0,-6,-29,-389,-271,-0.30228301,00:34:00,0
1591025701.320362,1030671.0,-6,-29,-389,-427,-0.34228301,00:35:01,0
1591025760.969087,1030657.0,-6,-29,-389,-422,-0.35228301,00:36:00,0
1591025820.616834,1030680.0,-6,-29,-389,-430,-0.35228301,00:37:00,0
1591025880.791937,1030847.0,-6,-29,-389,-489,-0.35228301,00:38:00,0
1591025940.911796,1030240.0,-6,-29,-389,-271,-0.36228301,00:39:00,0
1591026001.421267,1030915.0,-6,-29,-389,-518,-0.38228301,00:40:01,0
1591026060.56019,1030351.0,-6,-29,-389,-289,-0.41228301,00:41:00,0
1591026120.967112,1030047.0,-6,-29,-389,-164,-0.41228301,00:42:00,0
1591026180.840836,1030197.0,-6,-29,-428,-191,-0.39228301,00:43:00,0
1591026241.01061,1029832.0,-6,-29,-493,12,-0.35228301,00:44:01,0
1591026301.446595,1029914.0,-6,-29,-531,17,-0.33228301,00:45:01,0
1591026360.997417,1030297.0,-6,-29,-563,-70,-0.30228301,00:46:00,0
1591026420.853451,1029552.0,-6,-29,-566,153,-0.29228301,00:47:00,0
1591026481.787314,1029589.0,-6,-29,-566,143,-0.29228301,00:48:01,0
1591026542.018812,1029412.0,-6,-29,-568,191,-0.26228301,00:49:02,0
1591026600.550411,1029408.0,-6,-29,-568,192,-0.26228301,00:50:00,0
1591026662.991204,1029542.0,-6,-29,-572,159,-0.25228301,00:51:02,0
1591026720.854367,1029737.0,-6,-29,-572,110,-0.25228301,00:52:00,0
1591026781.145764,1030033.0,-6,-29,-572,35,-0.25228301,00:53:01,0
1591026840.982915,1030206.0,-6,-29,-572,-8,-0.26228301,00:54:00,0
1591026900.509701,1029589.0,-6,-29,-572,163,-0.28228301,00:55:00,0
1591026960.898334,1030471.0,-6,-29,-572,-95,-0.31228301,00:56:00,0
1591027020.072127,1030039.0,-6,-29,-572,50,-0.34228301,00:57:00,0
1591027081.592582,1030333.0,-6,-29,-572,-52,-0.37228301,00:58:01,0
1591027140.338309,1030395.0,-6,-29,-572,-77,-0.40228301,00:59:00,0
1591027202.142886,1031186,-6,-29,-572,-403,-0.43228301,01:00:02,0
1591027261.614454,1029730.0,-6,-29,-572,240,-0.44228301,01:01:01,0
1591027320.965727,1029505.0,-6,-29,-572,341,-0.45228301,01:02:00,0
1591027380.377191,1031218.0,-6,-29,-572,-467,-0.48228301,01:03:00,0
1591027441.356822,1032120,-6,-29,-572,-908,-0.50228301,01:04:01,0
1591027500.693881,1031756.0,-6,-29,-572,-725,-0.50228301,01:05:00,0
1591027560.516909,1031643.0,-6,-29,-572,-669,-0.50228301,01:06:00,0
1591027620.491416,1033820.0,-6,-29,-572,-1762,-0.50228301,01:07:00,0
1591027680.62464,1034532.0,-6,-29,-572,-2120,-0.50228301,01:08:00,0
1591027740.604045,1034856.0,-6,-29,-572,-2282,-0.50228301,01:09:00,0
1591027800.367407,1034786.0,-6,-29,-572,-2247,-0.50228301,01:10:00,0
1591027861.639326,1036655,-6,-29,-572,-3186,-0.50228301,01:11:01,0
1591027920.32728,1035637.0,-6,-29,-572,-2675,-0.50228301,01:12:00,0
1591027980.391707,1035277.0,-6,-29,-572,-2494,-0.50228301,01:13:00,0
1591028040.413053,1035437.0,-6,-29,-572,-2574,-0.50228301,01:14:00,0
1591028100.329021,1035213.0,-6,-29,-572,-2462,-0.50228301,01:15:00,0
1591028160.389234,1035458.0,-6,-29,-572,-2585,-0.50228301,01:16:00,0
1591028220.285608,1035766.0,-6,-29,-572,-2739,-0.50228301,01:17:00,0
1591028281.234998,1036117.0,-6,-29,-572,-2916,-0.50228301,01:18:01,0
1591028340.381203,1038050.0,-6,-29,-572,-3887,-0.50228301,01:19:00,0
1591028401.438248,1037921.0,-6,-29,-572,-3822,-0.50228301,01:20:01,0
1591028460.844928,1036314.0,-6,-29,-572,-3015,-0.50228301,01:21:00,0
1591028520.466281,1036945.0,-6,-29,-572,-3332,-0.50228301,01:22:00,0
1591028580.659202,1037369.0,-6,-29,-572,-3545,-0.50228301,01:23:00,0
1591028640.362172,1036939.0,-6,-29,-572,-3329,-0.50228301,01:24:00,0
1591028700.651114,1037006.0,-6,-29,-572,-3362,-0.50228301,01:25:00,0
1591028761.720611,1037494,-6,-29,-572,-3607,-0.50228301,01:26:01,0
1591028820.381966,1037296.0,-6,-29,-572,-3508,-0.50228301,01:27:00,0
1591028880.571452,1033752.0,-6,-29,-572,-1728,-0.50228301,01:28:00,0
1591028940.797669,1032668.0,-6,-29,-572,-1183,-0.50228301,01:29:00,0
1591029001.081577,1033912.0,-6,-29,-669,-1712,-0.48228301,01:30:01,0
1591029060.867064,1033397.0,-6,-29,-829,-1308,-0.44228301,01:31:00,0
1591029120.584128,1034427.0,-6,-29,-870,-1717,-0.43228301,01:32:00,0
1591029180.25118,1034061.0,-6,-29,-870,-1559,-0.43228301,01:33:00,0
1591029241.057295,1034202.0,-6,-29,-870,-1620,-0.43228301,01:34:01,0
1591029301.560138,1033857.0,-6,-29,-870,-1471,-0.43228301,01:35:01,0
1591029360.593375,1033180.0,-6,-29,-870,-1178,-0.43228301,01:36:00,0
1591029420.457054,1033975.0,-6,-29,-870,-1522,-0.43228301,01:37:00,0
1591029480.544757,1034048.0,-6,-29,-898,-1518,-0.42228301,01:38:00,0
1591029540.603396,1034526.0,-6,-29,-898,-1720,-0.42228301,01:39:00,0
1591029600.809673,1034064.0,-6,-29,-898,-1525,-0.42228301,01:40:00,0
1591029660.663414,1034450.0,-6,-29,-898,-1688,-0.42228301,01:41:00,0
1591029720.642848,1035064.0,-6,-29,-898,-1947,-0.43228301,01:42:00,0
1591029780.416428,1035148.0,-6,-29,-898,-1984,-0.44228301,01:43:00,0
1591029840.53583,1035193.0,-6,-29,-898,-2004,-0.44228301,01:44:00,0
1591029900.629948,1035018.0,-6,-29,-898,-1926,-0.44228301,01:45:00,0
1591029960.869471,1034547.0,-6,-29,-938,-1678,-0.43228301,01:46:00,0
1591030021.413402,1034485.0,-6,-29,-938,-1651,-0.43228301,01:47:01,0
1591030080.748514,1034878.0,-6,-29,-938,-1821,-0.43228301,01:48:00,0
1591030140.427086,1035301.0,-6,-29,-938,-2004,-0.43228301,01:49:00,0
1591030200.49384,1034765.0,-6,-29,-938,-1772,-0.43228301,01:50:00,0
1591030262.406542,1034770.0,-6,-29,-938,-1774,-0.43228301,01:51:02,0
1591030321.362134,1034963.0,-6,-29,-979,-1814,-0.42228301,01:52:01,0
1591030380.322123,1035655.0,-6,-29,-1122,-1941,-0.39228301,01:53:00,0
1591030440.868074,1036041.0,-6,-29,-1122,-2092,-0.39228301,01:54:00,0
1591030500.887751,1036615.0,-6,-29,-1122,-2318,-0.39228301,01:55:00,0
1591030561.052397,1036580.0,-6,-29,-1122,-2302,-0.42228301,01:56:01,0
1591030620.920995,1037364.0,-6,-29,-1122,-2659,-0.46228301,01:57:00,0
1591030681.165085,1036912.0,-6,-29,-1122,-2442,-0.49228301,01:58:01,0
1591030740.413323,1036669.0,-6,-29,-1122,-2323,-0.49228301,01:59:00,0
1591030801.094673,1037159.0,-6,-29,-1122,-2564,-0.49228301,02:00:01,0
1591030860.388339,1037565.0,-6,-29,-1122,-2765,-0.50228301,02:01:00,0
